Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
DEN,Facundo Campazzo,Will Barton,Michael Porter,Aaron Gordon,Nikola Jokic,205,55,+5.5,92,128.8,73,58.9%,36,14.6%,85,31.2%,69,20.3,13,123.3,24,58.2%,15,10.2%,44,24.7%,56,15.5
NYK,Derrick Rose,Reggie Bullock,RJ Barrett,Julius Randle,Taj Gibson,204,84,+17.0,82,123.5,37,53.4%,100,5.4%,41,23.4%,66,19.7,69,106.5,81,50.0%,23,11.2%,69,21.2%,37,18.6
OKC,Shai Gilgeous-Alexander,George Hill,Luguentz Dort,Darius Bazley,Isaiah Roby,202,6,-23.0,23,105.4,37,53.4%,48,13.9%,27,21.1%,28,15.5,6,128.4,12,60.5%,44,12.7%,5,33.7%,77,12.8
WAS,Russell Westbrook,Bradley Beal,Deni Avdija,Rui Hachimura,Alex Len,202,36,-2.9,16,102.5,24,51.2%,29,15.3%,29,21.5%,55,18.0,75,105.4,47,54.0%,69,14.6%,86,17.9%,67,14.1
IND,Malcolm Brogdon,Caris LeVert,Edmond Sumner,Justin Holiday,Domantas Sabonis,202,62,+7.4,72,120.3,61,57.1%,91,9.9%,36,22.6%,55,17.9,45,112.9,62,52.6%,59,13.9%,4,34.3%,53,15.9
ATL,Trae Young,Bogdan Bogdanovic,Kevin Huerter,Solomon Hill,Clint Capela,201,93,+25.5,96,135.8,93,63.1%,98,8.5%,50,24.7%,22,13.8,54,110.3,30,56.7%,30,11.8%,71,21.1%,84,11.7
GSW,Brad Wanamaker,Damion Lee,Kent Bazemore,Andrew Wiggins,Eric Paschall,198,50,+4.1,12,100.5,25,51.5%,82,11.1%,1,10.5%,65,19.6,93,96.4,94,45.7%,85,16.5%,38,25.5%,52,16.1
MIA,Tyler Herro,Duncan Robinson,Jimmy Butler,Kelly Olynyk,Bam Adebayo,197,87,+18.8,74,121.3,58,56.5%,81,11.2%,38,22.8%,81,23.3,85,102.5,87,49.2%,14,10.0%,87,17.9%,65,14.2
ATL,Trae Young,Kevin Huerter,DeAndre Hunter,John Collins,Clint Capela,193,88,+20.3,38,110.9,16,50.0%,15,17.1%,82,30.9%,80,23.0,97,90.5,97,42.7%,60,13.9%,40,25.2%,51,16.2
WAS,Russell Westbrook,Raul Neto,Davis Bertans,Deni Avdija,Robin Lopez,191,20,-11.3,13,101.0,7,47.4%,90,9.9%,19,19.2%,42,16.8,46,112.4,33,56.4%,78,15.6%,47,24.4%,63,14.5
OKC,Theo Maledon,Luguentz Dort,Darius Bazley,Isaiah Roby,Moses Brown,191,6,-23.1,3,92.1,1,41.6%,25,15.7%,68,27.6%,31,15.7,36,115.3,60,52.7%,28,11.6%,14,29.1%,65,14.2
CHA,LaMelo Ball,Terry Rozier,Gordon Hayward,Miles Bridges,Bismack Biyombo,191,8,-21.4,22,105.2,32,52.6%,10,17.8%,86,31.3%,13,12.3,8,126.6,15,59.9%,40,12.5%,24,27.7%,79,12.4
UTA,Mike Conley,Jordan Clarkson,Miye Oni,Georges Niang,Rudy Gobert,186,99,+40.4,70,119.9,86,61.4%,26,15.6%,26,20.9%,25,14.8,100,79.5,100,39.3%,39,12.4%,86,18.0%,96,8.3
DET,Delon Wright,Wayne Ellington,Saddiq Bey,Jerami Grant,Mason Plumlee,185,12,-16.1,14,101.6,28,51.9%,20,16.2%,28,21.3%,17,13.0,27,117.7,8,61.8%,58,13.8%,75,20.3%,54,15.7
TOR,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Khem Birch,184,89,+22.3,83,124.5,76,59.1%,94,9.2%,35,22.5%,32,15.8,86,102.2,49,53.7%,91,17.9%,95,15.7%,35,18.8
NYK,Elfrid Payton,Alec Burks,RJ Barrett,Julius Randle,Mitchell Robinson,183,40,+0.7,31,107.7,18,50.3%,19,16.4%,60,26.2%,49,17.4,67,107.0,89,48.5%,9,9.1%,74,20.4%,12,24.4
CHI,Tomas Satoransky,Zach LaVine,Patrick Williams,Lauri Markkanen,Thaddeus Young,181,52,+4.9,55,116.0,77,59.4%,28,15.5%,56,25.6%,14,12.5,51,111.1,70,51.5%,45,12.8%,21,28.3%,68,14.0
MIL,Jrue Holiday,Donte DiVincenzo,Pat Connaughton,Khris Middleton,Brook Lopez,180,44,+1.8,79,122.8,41,54.1%,89,10.0%,68,27.8%,74,21.8,20,121.0,21,58.8%,11,9.4%,60,22.4%,86,11.2
MIA,Gabe Vincent,Tyler Herro,Duncan Robinson,Andre Iguodala,Bam Adebayo,180,60,+6.6,45,113.3,39,53.7%,56,13.3%,72,28.7%,59,18.4,68,106.7,69,51.6%,97,20.1%,7,32.6%,42,17.7
UTA,Jordan Clarkson,Trent Forrest,Royce O'Neale,Bojan Bogdanovic,Derrick Favors,179,79,+14.1,96,135.8,80,60.0%,32,15.1%,99,37.3%,83,23.5,17,121.6,43,54.7%,1,7.0%,89,17.7%,21,21.5
PHI,Shake Milton,Matisse Thybulle,Furkan Korkmaz,Mike Scott,Dwight Howard,178,41,+1.1,25,106.2,21,50.6%,37,14.6%,66,27.4%,35,16.0,76,105.1,92,47.4%,73,15.3%,53,23.6%,2,28.9
DAL,Josh Richardson,Tim Hardaway Jr.,Luka Doncic,Dorian Finney-Smith,Dwight Powell,177,28,-6.4,15,101.7,15,49.7%,74,11.9%,17,18.8%,34,16.0,63,108.0,43,54.7%,92,18.4%,33,26.0%,5,26.6
UTA,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Georges Niang,Rudy Gobert,176,99,+42.0,93,131.3,99,67.3%,35,14.8%,61,26.5%,63,19.3,97,89.3,93,46.2%,89,17.5%,46,24.5%,99,6.3
ATL,Trae Young,Kevin Huerter,Tony Snell,Danilo Gallinari,John Collins,174,93,+24.9,94,134.5,92,62.8%,92,9.8%,7,16.0%,98,33.1,58,109.6,80,50.3%,19,10.7%,21,28.0%,17,22.8
MIL,D.J. Augustin,Donte DiVincenzo,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,174,98,+35.1,93,131.0,82,60.5%,84,10.9%,48,24.4%,85,24.2,93,95.9,87,49.0%,17,10.5%,96,15.4%,98,7.1
CLE,Darius Garland,Collin Sexton,Isaac Okoro,Kevin Love,Jarrett Allen,172,49,+3.4,31,107.6,23,51.0%,25,15.7%,82,30.7%,47,17.3,80,104.1,80,50.3%,30,11.8%,50,23.9%,94,9.3
POR,Damian Lillard,CJ McCollum,Norman Powell,Robert Covington,Enes Kanter,172,55,+5.4,86,126.7,39,53.8%,78,11.6%,89,32.2%,95,28.8,18,121.3,42,54.7%,2,7.3%,63,22.0%,45,17.0
MEM,Tyus Jones,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jonas Valanciunas,171,15,-13.5,3,91.8,3,45.0%,44,14.0%,79,30.3%,2,8.1,76,105.3,51,53.5%,75,15.3%,62,22.1%,97,7.7
NYK,Elfrid Payton,Reggie Bullock,RJ Barrett,Julius Randle,Taj Gibson,170,34,-3.8,33,108.2,16,50.0%,61,12.9%,77,30.1%,58,18.4,47,112.0,72,51.3%,43,12.7%,26,27.2%,48,16.6
TOR,Kyle Lowry,Fred VanVleet,Norman Powell,Pascal Siakam,Chris Boucher,170,48,+2.8,70,120.0,76,59.1%,75,11.8%,30,22.0%,69,20.3,30,117.2,27,57.1%,71,14.8%,17,28.6%,26,20.4
LAL,Dennis Schroder,Kentavious Caldwell-Pope,Kyle Kuzma,Markieff Morris,Marc Gasol,169,15,-13.6,1,87.6,26,51.5%,1,22.5%,4,14.5%,10,11.5,87,101.2,64,52.3%,39,12.4%,92,16.7%,96,7.8
CHA,Devonte' Graham,Terry Rozier,Cody Martin,Miles Bridges,PJ Washington,169,95,+27.7,98,140.8,99,67.1%,94,9.5%,37,22.8%,8,11.0,43,113.1,38,55.2%,50,13.1%,17,28.7%,34,19.0
BKN,James Harden,Kyrie Irving,Joe Harris,Jeff Green,DeAndre Jordan,169,13,-16.0,66,118.9,63,57.5%,94,9.5%,8,16.7%,75,21.8,3,134.9,2,66.2%,15,10.2%,33,26.1%,18,22.8
PHX,Chris Paul,Mikal Bridges,Cameron Johnson,Jae Crowder,Deandre Ayton,168,90,+23.3,51,114.9,59,56.7%,28,15.5%,41,23.4%,84,24.1,96,91.6,94,45.6%,77,15.6%,55,23.2%,82,12.1
DAL,Josh Richardson,Tim Hardaway Jr.,Luka Doncic,Dorian Finney-Smith,Kristaps Porzingis,165,6,-23.2,56,116.4,23,51.0%,96,9.1%,32,22.4%,89,25.2,1,139.5,23,58.3%,3,7.8%,0,40.0%,73,13.3
PHI,Shake Milton,Matisse Thybulle,Furkan Korkmaz,Tobias Harris,Dwight Howard,165,66,+8.0,23,105.5,10,48.6%,20,16.4%,97,35.6%,72,21.1,92,97.5,91,47.5%,59,13.9%,44,24.7%,53,15.8
POR,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,Carmelo Anthony,Enes Kanter,164,17,-12.5,32,107.9,4,45.9%,95,9.1%,92,33.3%,73,21.7,21,120.4,57,52.9%,70,14.6%,3,35.7%,58,15.4
UTA,Jordan Clarkson,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Derrick Favors,163,35,-3.5,28,106.7,29,52.1%,29,15.3%,17,19.0%,68,20.0,55,110.2,66,51.9%,8,9.0%,96,15.5%,72,13.5
BOS,Kemba Walker,Marcus Smart,Jaylen Brown,Jayson Tatum,Daniel Theis,163,69,+8.6,91,128.2,85,61.3%,87,10.4%,16,18.7%,39,16.7,23,119.6,15,59.8%,46,12.9%,19,28.4%,19,22.5
PHI,Ben Simmons,Seth Curry,Danny Green,Tobias Harris,Tony Bradley,163,38,-0.2,39,111.0,54,56.0%,22,16.0%,70,28.0%,3,8.7,49,111.3,40,55.0%,56,13.8%,81,19.2%,44,17.1
UTA,Donovan Mitchell,Jordan Clarkson,Royce O'Neale,Joe Ingles,Derrick Favors,161,9,-20.3,44,113.0,8,47.7%,51,13.7%,90,32.2%,88,24.8,4,133.3,10,61.1%,21,10.9%,54,23.3%,20,22.2
OKC,Theo Maledon,Luguentz Dort,Aleksej Pokusevski,Darius Bazley,Moses Brown,159,20,-11.3,9,100.0,22,50.7%,8,18.2%,44,23.8%,13,12.1,49,111.3,85,49.7%,11,9.4%,19,28.4%,41,17.8
HOU,Kevin Porter,Avery Bradley,Jae'Sean Tate,Christian Wood,Kelly Olynyk,158,65,+7.9,83,124.1,87,61.5%,37,14.6%,61,26.5%,55,18.0,33,116.1,11,60.7%,77,15.5%,70,21.1%,41,17.8
NYK,Immanuel Quickley,Reggie Bullock,RJ Barrett,Julius Randle,Nerlens Noel,157,83,+16.6,77,122.3,72,58.8%,7,18.5%,91,32.4%,85,24.3,73,105.7,35,56.0%,79,15.7%,61,22.2%,65,14.2
SAS,Patty Mills,Devin Vassell,DeMar DeRozan,Rudy Gay,Jakob Poeltl,157,37,-2.6,22,105.1,4,45.7%,44,14.0%,92,33.0%,45,17.1,65,107.7,95,45.6%,3,7.7%,39,25.3%,16,23.1
LAC,Reggie Jackson,Nicolas Batum,Paul George,Kawhi Leonard,Serge Ibaka,157,97,+32.0,97,138.2,99,67.3%,88,10.2%,63,26.9%,7,10.7,70,106.3,63,52.4%,49,13.1%,68,21.2%,80,12.4
ORL,Cole Anthony,Gary Harris,Dwayne Bacon,Moritz Wagner,Wendell Carter,157,1,-32.7,1,87.3,2,43.6%,17,16.6%,58,25.8%,10,11.3,22,120.0,56,52.9%,4,8.4%,28,27.0%,54,15.7
CLE,Darius Garland,Collin Sexton,Isaac Okoro,Cedi Osman,Jarrett Allen,156,23,-9.7,30,107.1,27,51.7%,10,17.9%,76,29.6%,14,12.5,30,116.8,13,60.2%,64,14.3%,75,20.3%,18,22.7
SAS,Dejounte Murray,Devin Vassell,Keldon Johnson,DeMar DeRozan,Jakob Poeltl,155,27,-7.0,14,101.3,28,51.8%,42,14.2%,28,21.3%,6,10.1,62,108.3,17,59.4%,96,19.9%,86,17.9%,66,14.2
GSW,Stephen Curry,Kent Bazemore,Andrew Wiggins,Juan Toscano-Anderson,Draymond Green,155,48,+3.0,54,115.5,71,58.7%,28,15.5%,24,20.6%,86,24.6,46,112.5,73,51.2%,80,15.8%,51,23.7%,0,33.3
CLE,Damyean Dotson,Isaac Okoro,Cedi Osman,Larry Nance Jr.,Andre Drummond,155,54,+5.2,19,103.9,35,53.0%,5,18.7%,65,27.3%,23,14.2,90,98.7,88,48.8%,87,17.0%,34,26.0%,15,23.2
DET,Killian Hayes,Saddiq Bey,Josh Jackson,Sekou Doumbouya,Isaiah Stewart,154,20,-11.0,6,94.8,12,49.2%,1,22.1%,71,28.4%,70,20.3,72,105.8,79,50.4%,76,15.5%,11,30.0%,34,19.0
PHI,Seth Curry,Matisse Thybulle,Danny Green,Tobias Harris,Joel Embiid,153,72,+10.3,69,119.6,83,60.6%,3,20.3%,94,33.9%,99,33.9,58,109.3,67,51.8%,68,14.6%,58,22.5%,64,14.3
ORL,Cole Anthony,Gary Harris,Dwayne Bacon,Chuma Okeke,Wendell Carter,152,4,-25.9,3,92.1,1,41.7%,98,8.6%,6,15.3%,93,27.8,26,118.0,16,59.8%,86,16.7%,32,26.2%,64,14.3
MIN,D'Angelo Russell,Anthony Edwards,Jaden McDaniels,Josh Okogie,Karl-Anthony Towns,152,68,+8.5,49,114.5,92,62.9%,15,17.1%,18,19.0%,52,17.7,71,106.0,86,49.2%,87,17.2%,40,25.0%,8,25.6
OKC,Theo Maledon,Hamidou Diallo,Kenrich Williams,Aleksej Pokusevski,Mike Muscala,151,39,+0.4,2,89.4,3,45.0%,10,17.9%,77,29.9%,1,6.4,98,89.0,100,39.7%,38,12.3%,40,25.0%,41,17.7
PHX,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,Dario Saric,151,62,+7.4,24,106.0,34,52.9%,23,15.9%,14,18.5%,94,28.3,91,98.5,78,50.5%,94,19.0%,57,22.7%,21,21.6
BKN,James Harden,Kyrie Irving,Joe Harris,Kevin Durant,Jeff Green,150,95,+27.7,97,137.3,97,64.9%,45,14.0%,24,20.6%,64,19.6,57,109.7,36,55.8%,46,12.9%,85,18.1%,27,20.0
LAL,Dennis Schroder,Kentavious Caldwell-Pope,LeBron James,Kyle Kuzma,Marc Gasol,150,39,+0.4,45,113.3,83,60.5%,13,17.3%,32,22.2%,11,11.7,44,112.9,63,52.4%,7,8.8%,51,23.8%,93,9.7
MIA,Tyler Herro,Duncan Robinson,Jimmy Butler,Andre Iguodala,Bam Adebayo,150,50,+4.0,36,110.0,58,56.7%,13,17.3%,22,20.3%,91,25.8,71,106.0,54,53.3%,59,13.9%,88,17.8%,88,11.0
IND,TJ McConnell,Malcolm Brogdon,Justin Holiday,Domantas Sabonis,Myles Turner,148,3,-27.7,0,87.2,3,44.5%,54,13.5%,10,17.1%,18,13.4,37,114.9,58,52.8%,84,16.2%,15,29.0%,1,31.5
MIN,Ricky Rubio,D'Angelo Russell,Anthony Edwards,Jaden McDaniels,Karl-Anthony Towns,148,24,-9.2,89,127.7,66,57.8%,62,12.8%,66,27.5%,86,24.4,1,136.9,3,64.8%,76,15.4%,13,29.5%,1,30.5
CHA,LaMelo Ball,Terry Rozier,Jalen McDaniels,PJ Washington,Bismack Biyombo,148,0,-47.6,2,88.5,6,47.2%,27,15.5%,56,25.6%,2,8.7,2,136.1,2,67.0%,22,11.1%,23,27.7%,73,13.3
DEN,Facundo Campazzo,Austin Rivers,Michael Porter,Aaron Gordon,Nikola Jokic,146,85,+17.1,55,115.8,24,51.1%,92,9.6%,39,23.1%,73,21.6,90,98.7,79,50.4%,81,15.9%,61,22.2%,13,24.2
IND,Malcolm Brogdon,Aaron Holiday,Victor Oladipo,Domantas Sabonis,Myles Turner,144,11,-17.8,14,101.4,15,49.6%,75,11.8%,21,19.5%,16,13.0,23,119.2,59,52.8%,38,12.3%,1,39.0%,46,16.9
UTA,Donovan Mitchell,Jordan Clarkson,Royce O'Neale,Bojan Bogdanovic,Rudy Gobert,144,15,-13.3,15,102.1,32,52.6%,82,11.1%,8,16.2%,79,22.6,35,115.4,61,52.7%,17,10.5%,40,25.0%,98,7.5
ORL,Cole Anthony,Evan Fournier,James Ennis,Aaron Gordon,Nikola Vucevic,143,42,+1.4,48,114.0,53,55.9%,81,11.2%,32,22.2%,39,16.5,45,112.6,41,54.9%,24,11.2%,16,28.8%,76,12.9
CHI,Coby White,Zach LaVine,Otto Porter,Patrick Williams,Wendell Carter,143,5,-23.3,23,105.6,32,52.8%,21,16.1%,54,25.4%,23,14.2,5,128.9,13,60.3%,2,7.4%,65,21.7%,7,26.0
IND,TJ McConnell,Malcolm Brogdon,Justin Holiday,Doug McDermott,Domantas Sabonis,142,96,+28.2,92,131.0,94,63.4%,44,14.1%,26,21.0%,12,11.9,84,102.8,70,51.6%,57,13.8%,93,16.2%,66,14.2
ATL,Brandon Goodwin,Bogdan Bogdanovic,Kevin Huerter,Solomon Hill,Clint Capela,142,79,+14.1,64,118.3,77,59.7%,56,13.4%,59,26.1%,35,16.1,80,104.2,63,52.3%,51,13.2%,85,18.1%,85,11.6
SAC,Delon Wright,Buddy Hield,Maurice Harkless,Marvin Bagley,Richaun Holmes,142,73,+10.6,26,106.3,48,55.1%,34,14.8%,55,25.4%,4,9.4,94,95.8,97,43.8%,94,19.0%,3,36.0%,79,12.5
CLE,Darius Garland,Collin Sexton,Isaac Okoro,Larry Nance Jr.,Andre Drummond,141,36,-2.8,9,100.0,35,53.1%,0,23.4%,77,30.2%,59,18.6,83,102.8,79,50.4%,25,11.3%,96,15.2%,89,10.8
MEM,Ja Morant,Dillon Brooks,Desmond Bane,Brandon Clarke,Jonas Valanciunas,140,85,+17.2,75,121.4,38,53.6%,14,17.1%,100,42.7%,31,15.7,79,104.3,76,50.8%,25,11.3%,99,11.4%,35,18.7
CHA,Devonte' Graham,Terry Rozier,Gordon Hayward,Miles Bridges,PJ Washington,140,97,+32.3,86,125.7,74,58.9%,70,12.1%,5,14.5%,99,40.2,94,93.4,99,41.4%,68,14.6%,48,24.4%,3,28.4
LAL,Dennis Schroder,Kentavious Caldwell-Pope,Kyle Kuzma,Markieff Morris,Andre Drummond,140,29,-6.3,51,115.0,78,59.7%,6,18.6%,69,27.9%,53,17.8,19,121.3,8,62.0%,61,14.0%,85,18.3%,68,14.0
MIL,Jrue Holiday,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,140,92,+24.4,38,110.7,89,61.8%,3,19.3%,24,20.7%,47,17.3,99,86.3,99,40.5%,47,12.9%,99,11.5%,90,10.7
PHI,Ben Simmons,Seth Curry,Danny Green,Tobias Harris,Dwight Howard,139,2,-30.2,21,105.0,57,56.5%,9,18.0%,3,13.3%,78,22.2,3,135.3,20,59.2%,36,12.2%,0,40.3%,28,19.9
MIN,Jordan McLaughlin,D'Angelo Russell,Jarred Vanderbilt,Juan Hernangomez,Naz Reid,138,76,+12.3,62,118.1,56,56.4%,38,14.5%,83,31.0%,7,10.6,72,105.8,72,51.3%,67,14.5%,76,20.0%,9,25.2
MIL,Jrue Holiday,Bryn Forbes,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,137,48,+3.3,56,116.1,18,50.4%,77,11.7%,62,26.8%,65,19.7,45,112.8,55,53.0%,33,12.0%,32,26.3%,97,7.6
NOP,Kira Lewis Jr.,JJ Redick,Josh Hart,Zion Williamson,Willy Hernangomez,137,39,+0.4,63,118.2,42,54.2%,58,13.1%,76,29.7%,95,28.8,27,117.9,39,55.0%,46,12.9%,20,28.4%,40,17.8
DET,Saben Lee,Saddiq Bey,Josh Jackson,Jerami Grant,Mason Plumlee,136,31,-5.1,27,106.6,18,50.4%,57,13.2%,41,23.5%,80,23.1,49,111.7,22,58.6%,68,14.6%,76,20.0%,23,20.7
MIN,Ricky Rubio,D'Angelo Russell,Anthony Edwards,Jarred Vanderbilt,Karl-Anthony Towns,135,94,+27.3,65,118.5,51,55.6%,82,11.1%,52,25.0%,50,17.6,96,91.2,96,45.3%,98,20.6%,16,28.8%,58,15.4
LAL,Wesley Matthews,LeBron James,Kyle Kuzma,Markieff Morris,Montrezl Harrell,135,11,-17.5,9,100.0,10,48.7%,34,14.8%,60,26.4%,43,16.8,28,117.5,20,58.9%,16,10.3%,65,21.7%,97,7.6
CLE,Collin Sexton,Isaac Okoro,Cedi Osman,Dean Wade,Jarrett Allen,134,21,-10.9,62,117.9,49,55.4%,25,15.7%,55,25.4%,97,30.4,6,128.8,18,59.4%,3,7.6%,60,22.4%,25,20.5
MEM,Ja Morant,Dillon Brooks,Kyle Anderson,Brandon Clarke,Xavier Tillman,134,22,-10.6,18,103.7,51,55.6%,25,15.7%,6,15.4%,59,18.5,40,114.3,7,62.4%,97,20.3%,40,25.0%,61,14.7
CHA,LaMelo Ball,Terry Rozier,Gordon Hayward,Miles Bridges,Cody Zeller,133,11,-17.5,21,104.5,27,51.7%,14,17.3%,31,22.1%,14,12.5,15,122.1,23,58.5%,52,13.2%,8,31.3%,46,16.9
TOR,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Chris Boucher,133,72,+10.0,61,117.3,24,51.2%,72,12.0%,39,23.3%,64,19.5,66,107.2,81,50.0%,57,13.8%,11,30.1%,37,18.4
SAC,De'Aaron Fox,Cory Joseph,Buddy Hield,Harrison Barnes,Richaun Holmes,132,13,-14.4,25,106.1,10,48.7%,86,10.6%,11,17.4%,68,20.2,21,120.4,45,54.4%,21,10.9%,21,27.9%,15,23.2
MIL,Jrue Holiday,Donte DiVincenzo,Khris Middleton,Bobby Portis,Brook Lopez,132,58,+6.1,18,103.8,15,49.6%,61,12.9%,33,22.4%,53,17.8,92,97.7,68,51.7%,74,15.3%,75,20.3%,96,7.8
CHA,Devonte' Graham,Terry Rozier,Jalen McDaniels,Miles Bridges,PJ Washington,132,43,+1.7,25,106.1,34,52.9%,70,12.1%,8,16.7%,5,9.9,78,104.4,73,51.2%,28,11.7%,15,28.9%,87,11.1
CLE,Darius Garland,Collin Sexton,Isaac Okoro,Dean Wade,Kevin Love,131,53,+5.1,43,113.0,90,61.9%,30,15.3%,6,15.4%,46,17.1,64,107.9,38,55.4%,79,15.7%,90,17.2%,78,12.6
